match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,match_id
Lucknow Super Giants Vs Royal Challengers Bengaluru,Lucknow Super Giants,7,Krunal Pandya,0,0,0,0,-,not_out,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Lucknow Super Giants,6,Ayush Badoni,0,3,0,0,0.00,out,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Lucknow Super Giants,5,Nicholas Pooran,40,21,1,5,190.47,not_out,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Lucknow Super Giants,4,Marcus Stoinis,24,15,1,2,160.00,out,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Lucknow Super Giants,3,Devdutt Padikkal,6,11,0,0,54.54,out,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Lucknow Super Giants,2,KL Rahul (c),20,14,0,2,142.85,out,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Lucknow Super Giants,1,Quinton de Kock,81,56,8,5,144.64,out,15
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,11,Ishant Sharma,1,3,0,0,33.33,not_out,16
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,10,Anrich Nortje,4,6,0,0,66.66,out,16
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,9,Rasikh Salam,1,5,0,0,20.00,out,16
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,8,Sumit Kumar,7,6,0,1,116.66,out,16
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,7,Axar Patel,0,1,0,0,0.00,out,16
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,6,Tristan Stubbs,54,32,4,4,168.75,out,16
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,5,Rishabh Pant (c),55,25,4,5,220.00,out,16
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,4,Abishek Porel,0,5,0,0,0.00,out,16
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,3,Mitchell Marsh,0,2,0,0,0.00,out,16
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,2,Prithvi Shaw,10,7,2,0,142.85,out,16
Kolkata Knight Riders Vs Delhi Capitals,Delhi Capitals,1,David Warner,18,13,2,1,138.46,out,16
Kolkata Knight Riders Vs Delhi Capitals,Kolkata Knight Riders,9,Mitchell Starc,1,1,0,0,100.00,not_out,16
Kolkata Knight Riders Vs Delhi Capitals,Kolkata Knight Riders,8,Ramandeep Singh,2,2,0,0,100.00,out,16
Kolkata Knight Riders Vs Delhi Capitals,Kolkata Knight Riders,7,Venkatesh Iyer,5,2,1,0,250.00,not_out,16
Kolkata Knight Riders Vs Delhi Capitals,Kolkata Knight Riders,6,Rinku Singh,26,8,1,3,325.00,out,16
Kolkata Knight Riders Vs Delhi Capitals,Kolkata Knight Riders,5,Shreyas Iyer (c),18,11,0,2,163.63,out,16
Kolkata Knight Riders Vs Delhi Capitals,Kolkata Knight Riders,4,Andre Russell,41,19,4,3,215.78,out,16
Kolkata Knight Riders Vs Delhi Capitals,Kolkata Knight Riders,3,Angkrish Raghuvanshi,54,27,5,3,200.00,out,16
Kolkata Knight Riders Vs Delhi Capitals,Kolkata Knight Riders,2,Sunil Narine,85,39,7,7,217.94,out,16
Kolkata Knight Riders Vs Delhi Capitals,Kolkata Knight Riders,1,Phil Salt ,18,12,4,0,150.00,out,16
Gujarat Titans Vs Punjab Kings,Punjab Kings,9,Harpreet Brar,1,2,0,0,50.00,not_out,17
Gujarat Titans Vs Punjab Kings,Punjab Kings,8,Ashutosh Sharma,31,17,3,1,182.35,out,17
Gujarat Titans Vs Punjab Kings,Punjab Kings,7,Jitesh Sharma ,16,8,0,2,200.00,out,17
Gujarat Titans Vs Punjab Kings,Punjab Kings,6,Shashank Singh,61,29,6,4,210.34,not_out,17
Gujarat Titans Vs Punjab Kings,Punjab Kings,5,Sikandar Raza,15,16,0,0,93.75,out,17
Gujarat Titans Vs Punjab Kings,Punjab Kings,4,Sam Curran,5,8,0,0,62.50,out,17
Gujarat Titans Vs Punjab Kings,Punjab Kings,3,Prabhsimran Singh,35,24,5,1,145.83,out,17
Gujarat Titans Vs Punjab Kings,Punjab Kings,2,Jonny Bairstow,22,13,4,0,169.23,out,17
Gujarat Titans Vs Punjab Kings,Punjab Kings,1,Shikhar Dhawan (c),1,2,0,0,50.00,out,17
Gujarat Titans Vs Punjab Kings,Gujarat Titans,6,Rahul Tewatia,23,8,3,1,287.50,not_out,17
Gujarat Titans Vs Punjab Kings,Gujarat Titans,5,Vijay Shankar,8,10,0,0,80.00,out,17
Gujarat Titans Vs Punjab Kings,Gujarat Titans,4,Sai Sudharsan,33,19,6,0,173.68,out,17
Gujarat Titans Vs Punjab Kings,Gujarat Titans,3,Kane Williamson,26,22,4,0,118.18,out,17
Gujarat Titans Vs Punjab Kings,Gujarat Titans,2,Shubman Gill (c),89,48,6,4,185.41,not_out,17
Gujarat Titans Vs Punjab Kings,Gujarat Titans,1,Wriddhiman Saha ,11,13,2,0,84.61,out,17
Chennai Super Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,6,Nitish Kumar Reddy,14,8,1,1,175.00,not_out,18
Chennai Super Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,Heinrich Klaasen ,10,11,1,0,90.90,not_out,18
Chennai Super Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Shahbaz Ahmed,18,19,0,1,94.73,out,18
Chennai Super Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Aiden Markram,50,36,4,1,138.88,out,18
Chennai Super Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Abhishek Sharma,37,12,3,4,308.33,out,18
Chennai Super Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Travis Head,31,24,3,1,129.16,out,18
Chennai Super Kings Vs Sunrisers Hyderabad,Chennai Super Kings,7,MS Dhoni ,1,2,0,0,50.00,not_out,18
Chennai Super Kings Vs Sunrisers Hyderabad,Chennai Super Kings,6,Daryl Mitchell,13,11,1,0,118.18,out,18
Chennai Super Kings Vs Sunrisers Hyderabad,Chennai Super Kings,5,Ravindra Jadeja,31,23,4,0,134.78,not_out,18
Chennai Super Kings Vs Sunrisers Hyderabad,Chennai Super Kings,4,Shivam Dube,45,24,2,4,187.50,out,18
Chennai Super Kings Vs Sunrisers Hyderabad,Chennai Super Kings,3,Ajinkya Rahane,35,30,2,1,116.66,out,18
Chennai Super Kings Vs Sunrisers Hyderabad,Chennai Super Kings,2,Ruturaj Gaikwad (c),26,21,3,1,123.80,out,18
Chennai Super Kings Vs Sunrisers Hyderabad,Chennai Super Kings,1,Rachin Ravindra,12,9,2,0,133.33,out,18
Royal Challengers Bengaluru Vs Rajasthan Royals,Rajasthan Royals,6,Shimron Hetmyer,11,6,2,0,183.33,not_out,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Rajasthan Royals,5,Dhruv Jurel,2,3,0,0,66.66,out,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Rajasthan Royals,4,Riyan Parag,4,4,1,0,100.00,out,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Rajasthan Royals,3,Sanju Samson (c),69,42,8,2,164.28,out,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Rajasthan Royals,2,Jos Buttler,100,58,9,4,172.41,not_out,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Rajasthan Royals,1,Yashasvi Jaiswal,0,2,0,0,0.00,out,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Royal Challengers Bengaluru,5,Cameron Green,5,6,0,0,83.33,not_out,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Royal Challengers Bengaluru,4,Saurav Chauhan,9,6,0,1,150.00,out,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Royal Challengers Bengaluru,3,Glenn Maxwell,1,3,0,0,33.33,out,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Royal Challengers Bengaluru,2,Faf du Plessis (c),44,33,2,2,133.33,out,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Royal Challengers Bengaluru,1,Virat Kohli,113,72,12,4,156.94,not_out,19
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,9,Jhye Richardson,2,2,0,0,100.00,out,20
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,8,Kumar Kushagra,0,1,0,0,0.00,out,20
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,7,Lalit Yadav,3,4,0,0,75.00,out,20
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,6,Axar Patel,8,7,1,0,114.28,out,20
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,5,Rishabh Pant (c),1,3,0,0,33.33,out,20
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,4,Tristan Stubbs,71,25,3,7,284.00,not_out,20
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,3,Abishek Porel,41,31,5,0,132.25,out,20
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,2,David Warner,10,8,1,1,125.00,out,20
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,1,Prithvi Shaw,66,40,8,3,165.00,out,20
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,7,Romario Shepherd,39,10,3,4,390.00,not_out,20
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,6,Tim David,45,21,2,4,214.28,not_out,20
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,5,Tilak Varma,6,5,1,0,120.00,out,20
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,4,Hardik Pandya (c),39,33,3,1,118.18,out,20
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,3,Suryakumar Yadav,0,2,0,0,0.00,out,20
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,2,Ishan Kishan ,42,23,4,2,182.60,out,20
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,1,Rohit Sharma,49,27,6,3,181.48,out,20
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,11,Noor Ahmad,4,2,1,0,200.00,out,21
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,10,Spencer Johnson,0,1,0,0,0.00,not_out,21
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,9,Umesh Yadav,2,4,0,0,50.00,out,21
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,8,Rashid Khan,0,3,0,0,0.00,out,21
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,7,Rahul Tewatia,30,25,2,2,120.00,out,21
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,6,Darshan Nalkande,12,11,0,1,109.09,out,21
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,5,Vijay Shankar,17,17,0,1,100.00,out,21
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,4,BR Sharath ,2,5,0,0,40.00,out,21
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,3,Kane Williamson,1,5,0,0,20.00,out,21
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,2,Shubman Gill (c),19,21,2,0,90.47,out,21
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,1,Sai Sudharsan,31,23,4,0,134.78,out,21
Lucknow Super Giants Vs Gujarat Titans,Lucknow Super Giants,7,Krunal Pandya,2,2,0,0,100.00,not_out,21
Lucknow Super Giants Vs Gujarat Titans,Lucknow Super Giants,6,Ayush Badoni,20,11,3,0,181.81,out,21
Lucknow Super Giants Vs Gujarat Titans,Lucknow Super Giants,5,Nicholas Pooran,32,22,0,3,145.45,not_out,21
Lucknow Super Giants Vs Gujarat Titans,Lucknow Super Giants,4,Marcus Stoinis,58,43,4,2,134.88,out,21
Lucknow Super Giants Vs Gujarat Titans,Lucknow Super Giants,3,Devdutt Padikkal,7,7,1,0,100.00,out,21
Lucknow Super Giants Vs Gujarat Titans,Lucknow Super Giants,2,KL Rahul (c),33,31,3,0,106.45,out,21
Lucknow Super Giants Vs Gujarat Titans,Lucknow Super Giants,1,Quinton de Kock,6,4,0,1,150.00,out,21
Kolkata Knight Riders Vs Chennai Super Kings,Chennai Super Kings,5,MS Dhoni ,1,3,0,0,33.33,not_out,22
Kolkata Knight Riders Vs Chennai Super Kings,Chennai Super Kings,4,Shivam Dube,28,18,1,3,155.55,out,22
Kolkata Knight Riders Vs Chennai Super Kings,Chennai Super Kings,3,Daryl Mitchell,25,19,1,1,131.57,out,22
Kolkata Knight Riders Vs Chennai Super Kings,Chennai Super Kings,2,Ruturaj Gaikwad (c),67,58,9,0,115.51,not_out,22
Kolkata Knight Riders Vs Chennai Super Kings,Chennai Super Kings,1,Rachin Ravindra,15,8,3,0,187.50,out,22
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,11,Vaibhav Arora,1,1,0,0,100.00,not_out,22
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,10,Mitchell Starc,0,3,0,0,0.00,out,22
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,9,Anukul Roy,3,3,0,0,100.00,not_out,22
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,8,Andre Russell,10,10,2,0,100.00,out,22
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,7,Rinku Singh,9,14,0,0,64.28,out,22
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,6,Ramandeep Singh,13,12,0,1,108.33,out,22
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,5,Venkatesh Iyer,3,8,0,0,37.50,out,22
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,4,Shreyas Iyer (c),34,32,3,0,106.25,out,22
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,3,Angkrish Raghuvanshi,24,18,3,1,133.33,out,22
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,2,Sunil Narine,27,20,3,2,135.00,out,22
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,1,Phil Salt ,0,1,0,0,0.00,out,22
Sunrisers Hyderabad Vs Punjab Kings,Punjab Kings,8,Ashutosh Sharma,33,15,3,2,220.00,not_out,23
Sunrisers Hyderabad Vs Punjab Kings,Punjab Kings,7,Jitesh Sharma ,19,11,1,1,172.72,out,23
Sunrisers Hyderabad Vs Punjab Kings,Punjab Kings,6,Shashank Singh,46,25,6,1,184.00,not_out,23
Sunrisers Hyderabad Vs Punjab Kings,Punjab Kings,5,Sikandar Raza,28,22,2,2,127.27,out,23
Sunrisers Hyderabad Vs Punjab Kings,Punjab Kings,4,Sam Curran,29,22,2,2,131.81,out,23
Sunrisers Hyderabad Vs Punjab Kings,Punjab Kings,3,Prabhsimran Singh,4,6,1,0,66.66,out,23
Sunrisers Hyderabad Vs Punjab Kings,Punjab Kings,2,Jonny Bairstow,0,3,0,0,0.00,out,23
Sunrisers Hyderabad Vs Punjab Kings,Punjab Kings,1,Shikhar Dhawan (c),14,16,2,0,87.50,out,23
Sunrisers Hyderabad Vs Punjab Kings,Sunrisers Hyderabad,11,Jaydev Unadkat,6,1,0,1,600.00,not_out,23
Sunrisers Hyderabad Vs Punjab Kings,Sunrisers Hyderabad,10,Bhuvneshwar Kumar,6,8,0,0,75.00,out,23
Sunrisers Hyderabad Vs Punjab Kings,Sunrisers Hyderabad,9,Pat Cummins (c),3,4,0,0,75.00,out,23
Sunrisers Hyderabad Vs Punjab Kings,Sunrisers Hyderabad,8,Shahbaz Ahmed,14,7,1,1,200.00,not_out,23
Sunrisers Hyderabad Vs Punjab Kings,Sunrisers Hyderabad,7,Abdul Samad,25,12,5,0,208.33,out,23
Sunrisers Hyderabad Vs Punjab Kings,Sunrisers Hyderabad,6,Heinrich Klaasen ,9,9,1,0,100.00,out,23
Sunrisers Hyderabad Vs Punjab Kings,Sunrisers Hyderabad,5,Rahul Tripathi,11,14,1,0,78.57,out,23
Sunrisers Hyderabad Vs Punjab Kings,Sunrisers Hyderabad,4,Nitish Kumar Reddy,64,37,4,5,172.97,out,23
Sunrisers Hyderabad Vs Punjab Kings,Sunrisers Hyderabad,3,Aiden Markram,0,2,0,0,0.00,out,23
Sunrisers Hyderabad Vs Punjab Kings,Sunrisers Hyderabad,2,Abhishek Sharma,16,11,2,1,145.45,out,23
Sunrisers Hyderabad Vs Punjab Kings,Sunrisers Hyderabad,1,Travis Head,21,15,4,0,140.00,out,23
Rajasthan Royals Vs Gujarat Titans,Gujarat Titans,9,Noor Ahmad,0,0,0,0,-,not_out,24
Rajasthan Royals Vs Gujarat Titans,Gujarat Titans,8,Rashid Khan,24,11,4,0,218.18,not_out,24
Rajasthan Royals Vs Gujarat Titans,Gujarat Titans,7,M Shahrukh Khan,14,8,1,1,175.00,out,24
Rajasthan Royals Vs Gujarat Titans,Gujarat Titans,6,Rahul Tewatia,22,11,3,0,200.00,out,24
Rajasthan Royals Vs Gujarat Titans,Gujarat Titans,5,Vijay Shankar,16,10,3,0,160.00,out,24
Rajasthan Royals Vs Gujarat Titans,Gujarat Titans,4,Abhinav Manohar,1,2,0,0,50.00,out,24
Rajasthan Royals Vs Gujarat Titans,Gujarat Titans,3,Matthew Wade ,4,6,0,0,66.66,out,24
Rajasthan Royals Vs Gujarat Titans,Gujarat Titans,2,Shubman Gill (c),72,44,6,2,163.63,out,24
Rajasthan Royals Vs Gujarat Titans,Gujarat Titans,1,Sai Sudharsan,35,29,3,1,120.68,out,24
Rajasthan Royals Vs Gujarat Titans,Rajasthan Royals,5,Shimron Hetmyer,13,5,1,1,260.00,not_out,24
Rajasthan Royals Vs Gujarat Titans,Rajasthan Royals,4,Riyan Parag,76,48,3,5,158.33,out,24
Rajasthan Royals Vs Gujarat Titans,Rajasthan Royals,3,Sanju Samson (c),68,38,7,2,178.94,not_out,24
Rajasthan Royals Vs Gujarat Titans,Rajasthan Royals,2,Jos Buttler,8,10,0,0,80.00,out,24
Rajasthan Royals Vs Gujarat Titans,Rajasthan Royals,1,Yashasvi Jaiswal,24,19,5,0,126.31,out,24
Royal Challengers Bengaluru Vs Mumbai Indians,Mumbai Indians,5,Tilak Varma,16,10,3,0,160.00,not_out,25
Royal Challengers Bengaluru Vs Mumbai Indians,Mumbai Indians,4,Hardik Pandya (c),21,6,0,3,350.00,not_out,25
Royal Challengers Bengaluru Vs Mumbai Indians,Mumbai Indians,3,Suryakumar Yadav,52,19,5,4,273.68,out,25
Royal Challengers Bengaluru Vs Mumbai Indians,Mumbai Indians,2,Rohit Sharma,38,24,3,3,158.33,out,25
Royal Challengers Bengaluru Vs Mumbai Indians,Mumbai Indians,1,Ishan Kishan ,69,34,7,5,202.94,out,25
Royal Challengers Bengaluru Vs Mumbai Indians,Royal Challengers Bengaluru,10,Akash Deep,2,2,0,0,100.00,not_out,25
Royal Challengers Bengaluru Vs Mumbai Indians,Royal Challengers Bengaluru,9,Vijaykumar Vyshak,0,1,0,0,0.00,out,25
Royal Challengers Bengaluru Vs Mumbai Indians,Royal Challengers Bengaluru,8,Saurav Chauhan,9,8,1,0,112.50,out,25
Royal Challengers Bengaluru Vs Mumbai Indians,Royal Challengers Bengaluru,7,Mahipal Lomror,0,1,0,0,0.00,out,25
Royal Challengers Bengaluru Vs Mumbai Indians,Royal Challengers Bengaluru,6,Dinesh Karthik ,53,23,5,4,230.43,not_out,25
Royal Challengers Bengaluru Vs Mumbai Indians,Royal Challengers Bengaluru,5,Glenn Maxwell,0,4,0,0,0.00,out,25
Royal Challengers Bengaluru Vs Mumbai Indians,Royal Challengers Bengaluru,4,Rajat Patidar,50,26,3,4,192.30,out,25
Royal Challengers Bengaluru Vs Mumbai Indians,Royal Challengers Bengaluru,3,Will Jacks,8,6,2,0,133.33,out,25
Royal Challengers Bengaluru Vs Mumbai Indians,Royal Challengers Bengaluru,2,Faf du Plessis (c),61,40,4,3,152.50,out,25
Royal Challengers Bengaluru Vs Mumbai Indians,Royal Challengers Bengaluru,1,Virat Kohli,3,9,0,0,33.33,out,25
Lucknow Super Giants Vs Delhi Capitals,Delhi Capitals,6,Shai Hope,11,10,1,0,110.00,not_out,26
Lucknow Super Giants Vs Delhi Capitals,Delhi Capitals,5,Tristan Stubbs,15,9,0,1,166.66,not_out,26
Lucknow Super Giants Vs Delhi Capitals,Delhi Capitals,4,Rishabh Pant (c),41,24,4,2,170.83,out,26
Lucknow Super Giants Vs Delhi Capitals,Delhi Capitals,3,Jake Fraser-McGurk,55,35,2,5,157.14,out,26
Lucknow Super Giants Vs Delhi Capitals,Delhi Capitals,2,David Warner,8,9,1,0,88.88,out,26
Lucknow Super Giants Vs Delhi Capitals,Delhi Capitals,1,Prithvi Shaw,32,22,6,0,145.45,out,26
Lucknow Super Giants Vs Delhi Capitals,Lucknow Super Giants,9,Arshad Khan,20,16,2,0,125.00,not_out,26
Lucknow Super Giants Vs Delhi Capitals,Lucknow Super Giants,8,Krunal Pandya,3,4,0,0,75.00,out,26
Lucknow Super Giants Vs Delhi Capitals,Lucknow Super Giants,7,Ayush Badoni,55,35,5,1,157.14,not_out,26
Lucknow Super Giants Vs Delhi Capitals,Lucknow Super Giants,6,Deepak Hooda,10,13,0,0,76.92,out,26
Lucknow Super Giants Vs Delhi Capitals,Lucknow Super Giants,5,Nicholas Pooran,0,1,0,0,0.00,out,26
Lucknow Super Giants Vs Delhi Capitals,Lucknow Super Giants,4,Marcus Stoinis,8,10,1,0,80.00,out,26
Lucknow Super Giants Vs Delhi Capitals,Lucknow Super Giants,3,Devdutt Padikkal,3,6,0,0,50.00,out,26
Lucknow Super Giants Vs Delhi Capitals,Lucknow Super Giants,2,KL Rahul (c),39,22,5,1,177.27,out,26
Lucknow Super Giants Vs Delhi Capitals,Lucknow Super Giants,1,Quinton de Kock,19,13,4,0,146.15,out,26
Punjab Kings Vs Rajasthan Royals,Rajasthan Royals,9,Trent Boult,0,0,0,0,-,not_out,27
Punjab Kings Vs Rajasthan Royals,Rajasthan Royals,8,Keshav Maharaj,1,2,0,0,50.00,out,27
Punjab Kings Vs Rajasthan Royals,Rajasthan Royals,7,Rovman Powell,11,5,2,0,220.00,out,27
Punjab Kings Vs Rajasthan Royals,Rajasthan Royals,6,Shimron Hetmyer,27,10,1,3,270.00,not_out,27
Punjab Kings Vs Rajasthan Royals,Rajasthan Royals,5,Dhruv Jurel,6,11,0,0,54.54,out,27
Punjab Kings Vs Rajasthan Royals,Rajasthan Royals,4,Riyan Parag,23,18,1,1,127.77,out,27
Punjab Kings Vs Rajasthan Royals,Rajasthan Royals,3,Sanju Samson (c),18,14,1,1,128.57,out,27
Punjab Kings Vs Rajasthan Royals,Rajasthan Royals,2,Tanush Kotian,24,31,3,0,77.41,out,27
Punjab Kings Vs Rajasthan Royals,Rajasthan Royals,1,Yashasvi Jaiswal,39,28,4,0,139.28,out,27
Punjab Kings Vs Rajasthan Royals,Punjab Kings,9,Harpreet Brar,3,3,0,0,100.00,not_out,27
Punjab Kings Vs Rajasthan Royals,Punjab Kings,8,Ashutosh Sharma,31,16,1,3,193.75,out,27
Punjab Kings Vs Rajasthan Royals,Punjab Kings,7,Liam Livingstone,21,14,2,1,150.00,out,27
Punjab Kings Vs Rajasthan Royals,Punjab Kings,6,Shashank Singh,9,9,1,0,100.00,out,27
Punjab Kings Vs Rajasthan Royals,Punjab Kings,5,Jitesh Sharma ,29,24,1,2,120.83,out,27
Punjab Kings Vs Rajasthan Royals,Punjab Kings,4,Sam Curran (c),6,10,0,0,60.00,out,27
Punjab Kings Vs Rajasthan Royals,Punjab Kings,3,Prabhsimran Singh,10,14,1,0,71.42,out,27
Punjab Kings Vs Rajasthan Royals,Punjab Kings,2,Jonny Bairstow,15,19,1,0,78.94,out,27
Punjab Kings Vs Rajasthan Royals,Punjab Kings,1,Atharva Taide,15,12,2,0,125.00,out,27
Lucknow Super Giants Vs Kolkata Knight Riders,Kolkata Knight Riders,4,Shreyas Iyer (c),38,38,6,0,100.00,not_out,28
Lucknow Super Giants Vs Kolkata Knight Riders,Kolkata Knight Riders,3,Angkrish Raghuvanshi,7,6,0,1,116.66,out,28
Lucknow Super Giants Vs Kolkata Knight Riders,Kolkata Knight Riders,2,Sunil Narine,6,6,1,0,100.00,out,28
Lucknow Super Giants Vs Kolkata Knight Riders,Kolkata Knight Riders,1,Phil Salt ,89,47,14,3,189.36,not_out,28
Lucknow Super Giants Vs Kolkata Knight Riders,Lucknow Super Giants,8,Arshad Khan,5,4,1,0,125.00,out,28
Lucknow Super Giants Vs Kolkata Knight Riders,Lucknow Super Giants,7,Krunal Pandya,7,8,0,0,87.50,not_out,28
Lucknow Super Giants Vs Kolkata Knight Riders,Lucknow Super Giants,6,Nicholas Pooran,45,32,2,4,140.62,out,28
Lucknow Super Giants Vs Kolkata Knight Riders,Lucknow Super Giants,5,Marcus Stoinis,10,5,2,0,200.00,out,28
Lucknow Super Giants Vs Kolkata Knight Riders,Lucknow Super Giants,4,Ayush Badoni,29,27,2,1,107.40,out,28
Lucknow Super Giants Vs Kolkata Knight Riders,Lucknow Super Giants,3,Deepak Hooda,8,10,1,0,80.00,out,28
Lucknow Super Giants Vs Kolkata Knight Riders,Lucknow Super Giants,2,KL Rahul (c),39,27,3,2,144.44,out,28
Lucknow Super Giants Vs Kolkata Knight Riders,Lucknow Super Giants,1,Quinton de Kock,10,8,2,0,125.00,out,28
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,8,Mohammad Nabi,4,7,0,0,57.14,not_out,29
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,7,Romario Shepherd,1,2,0,0,50.00,out,29
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,6,Tim David,13,5,0,2,260.00,out,29
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,5,Hardik Pandya (c),2,6,0,0,33.33,out,29
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,4,Tilak Varma,31,20,5,0,155.00,out,29
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,3,Suryakumar Yadav,0,2,0,0,0.00,out,29
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,2,Ishan Kishan ,23,15,3,1,153.33,out,29
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,1,Rohit Sharma,105,63,11,5,166.66,not_out,29
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,6,MS Dhoni ,20,4,0,3,500.00,not_out,29
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,5,Daryl Mitchell,17,14,1,0,121.42,out,29
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,4,Shivam Dube,66,38,10,2,173.68,not_out,29
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,3,Ruturaj Gaikwad (c),69,40,5,5,172.50,out,29
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,2,Rachin Ravindra,21,16,2,1,131.25,out,29
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,1,Ajinkya Rahane,5,8,1,0,62.50,out,29
Sunrisers Hyderabad Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,9,Vijaykumar Vyshak,1,2,0,0,50.00,not_out,30
Sunrisers Hyderabad Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,8,Anuj Rawat,25,14,5,0,178.57,not_out,30
Sunrisers Hyderabad Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,7,Mahipal Lomror,19,11,0,2,172.72,out,30
Sunrisers Hyderabad Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,6,Dinesh Karthik ,83,35,5,7,237.14,out,30
Sunrisers Hyderabad Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,5,Saurav Chauhan,0,1,0,0,0.00,out,30
